Town,Name,Address,Phone,Website,Email,Found on page
Cardiff,Claude,"140 Albany Rd, Cardiff CF24 3RW, UK",029 2049 3896,https://www.greeneking.co.uk/pubs/south-glamorgan/claude?utm_source=g_places&utm_medium=locations&utm_campaign=PL_pubpage,,
Cardiff,The Discovery,"Celyn Ave, Cardiff CF23 6FH, UK",029 2075 5015,http://www.thediscoverycardiff.co.uk/,info@TheDiscoveryCardiff.co.uk,http://www.thediscoverycardiff.co.uk
Cardiff,Pen & Wig,"1 Park Grove, Cardiff CF10 3BJ, UK",029 2037 1217,https://www.heritagepubs.co.uk/pen-and-wig-cardiff?utm_source=gmb&utm_medium=organic&utm_campaign=homepage,,
Cardiff,Royal Oak,"200 Broadway, Cardiff CF24 1QJ, UK",029 2132 2289,https://www.royaloakcardiff.co.uk/?utm_source=gbp&utm_medium=Yext&y_source=1_MTAwOTgwMzMwMS03MTUtbG9jYXRpb24ud2Vic2l0ZQ%3D%3D,RoyalOak.Roath@phoenixpub.co.uk,https://www.royaloakcardiff.co.uk
Cardiff,On the River,"59 Despenser St, Cardiff CF11 6AG, UK",029 2003 7077,http://www.ontheriver.wales/,ontherivercardiff@gmail.com,http://www.ontheriver.wales
Cardiff,The Flora,"136 Cathays Terrace, Cardiff CF24 4HY, UK",029 2009 0525,https://www.floracardiff.co.uk/,Flora.Cardiff@phoenixpub.co.uk,https://www.floracardiff.co.uk
Cardiff,The Heathcock,"58-60 Bridge St, Cardiff CF5 2EN, UK",029 2115 2290,https://heathcockcardiff.com/,info@heathcockcardiff.com,https://heathcockcardiff.com
Cardiff,The Cardiff Arms,"23 Churchill Way, Cardiff CF10 2HE, UK",,http://www.thecardiffarms.com/,,
Cardiff,Slug & Lettuce - St Mary St Cardiff,"84 St Mary St, Cardiff CF10 1AT, UK",029 2037 1315,https://www.slugandlettuce.co.uk/cardiff-central?utm_source=gmb&utm_medium=organic&utm_campaign=homepage,,
Cardiff,The Cricketers,"66 Cathedral Rd, Pontcanna, Cardiff CF11 9LL, UK",029 2297 3460,https://thecricketerscardiff.co.uk/,info@thecricketerscardiff.co.uk,https://thecricketerscardiff.co.uk
Cardiff,Flute & Tankard,"4 Windsor Pl, Cardiff CF10 3BX, UK",029 2039 8315,http://thefluteandtankard.com/,,
Cardiff,Kongs Cardiff,"Hodge House, 114-116 St Mary St, Cardiff CF10 1DY, UK",029 2064 4114,http://www.kongsbars.com/,Kongs-Box-Logo-Copy@2x.png,http://www.kongsbars.com
Cardiff,Be At One - Cardiff,"60-62 St Mary St, Cardiff CF10 1FE, UK",029 2010 0557,https://www.beatone.co.uk/cardiff?utm_source=gmb&utm_medium=organic&utm_campaign=homepage,,
Cardiff,Maltsters Arms Hotel,"Cardiff Rd, Cardiff CF5 2DS, UK",029 2033 3096,https://www.maltstersarmspub.co.uk/?utm_source=gbp&utm_medium=Yext&y_source=1_MjgwNDU0ODctNzE1LWxvY2F0aW9uLndlYnNpdGU%3D,MaltstersArmsHotel.Llandaff@marstons.co.uk,https://www.maltstersarmspub.co.uk
Swansea,Bonnie Rogues Swansea,"10 Wind St, Swansea SA1 1DF, UK",01792 804964,https://bonnierogues.co.uk/swansea/?utm_source=Google+Business&utm_medium=Google+Search&utm_campaign=GMB+Optimisation,bristol@bonnierogues.co.uk,https://bonnierogues.co.uk/contact
Swansea,No Sign Bar,"56 Wind St, Swansea SA1 1EG, UK",01792 465300,http://nosignwinebar.com/,,
Swansea,Coyote Ugly Saloon Swansea,"41 Salubrious Pl, Wind St, Swansea SA1 1EE, UK",01792 459900,http://coyoteuglysaloonuk.com/swansea,,
Swansea,Heaven Swansea,"7 Castle St, Swansea SA1 1DF, UK",07554 919756,https://heavenswansea.co.uk/,,
Swansea,The Swigg,"National Waterfront Museum, Maritime Quarter, Swansea SA1 3RD, UK",,http://www.theswigg.co.uk/,,
Swansea,The Coach House,"59-60 Wind St, Swansea SA1 1EG, UK",01792 461312,https://www.coachhouseswansea.co.uk/?utm_source=gbp&utm_medium=Yext&y_source=1_MjMyMjYxMzctNzE1LWxvY2F0aW9uLndlYnNpdGU%3D,CoachHouse.Swansea@phoenixpub.co.uk,https://www.coachhouseswansea.co.uk
Swansea,The Olde Cross Keys,"12 St Mary St, Swansea SA1 3LH, UK",,https://www.craftunionpubs.com/olde-cross-keys-swansea,,
Swansea,Peppermint Bar & Kitchen,"13 - 17 Wind St, Swansea SA1 1DP, UK",01792 455145,http://www.peppermintbar.co.uk/,,
Swansea,Three Brass Monkeys Swansea,"2-3 St Mary St, Swansea SA1 3LH, UK",01792 644704,https://hogarthsbars.co.uk/swansea/,,
Swansea,One Eyed Willy's Swansea,"20-21 Wind St, Swansea SA1 1DY, UK",01792 648542,http://www.oneeyedjacksswansea.com/,info@oneeyedwillys.uk,http://www.oneeyedjacksswansea.com
Swansea,The Hanbury,"43 The Kingsway, Swansea SA1 5HG, UK",01792 209500,https://www.facebook.com/thehanbury/?rf=677745098933380,,
Swansea,Bambu Beach Bar,"51-52 Wind St, Swansea SA1 1EJ, UK",01792 651651,http://www.bambu-bar.co.uk/,,
Swansea,Founders & Co. Swansea,"24 Wind St, Swansea SA1 1DY, UK",01792 962710,https://foundersandco.uk/?utm_source=Google&utm_medium=Yext&y_source=1_NTA2NjA0MDgtNzE1LWxvY2F0aW9uLndlYnNpdGU%3D,The-Pizza-Boyz@2x-1-PhotoRoom.png-PhotoRoom-300x300.png,https://foundersandco.uk
Swansea,Pump House,"Pump House Quay, Maritime Quarter, Swansea SA1 1TT, UK",01792 651080,https://www.pumphousepubswansea.co.uk/?utm_source=gbp&utm_medium=Yext&y_source=1_MjgwNDU0MjEtNzE1LWxvY2F0aW9uLndlYnNpdGU%3D,PumpHouse.Swansea@marstons.co.uk,https://www.pumphousepubswansea.co.uk
Swansea,Hippos,"207 High St, Swansea SA1 1PE, UK",01792 979590,https://hipposdo.co.uk/,hipposdo@gmail.com,https://hipposdo.co.uk
Swansea,Uplands Tavern,"42 Uplands Cres, Uplands, Swansea SA2 0PG, UK",01792 458242,https://www.greeneking.co.uk/pubs/west-glamorgan/uplands-tavern?utm_source=g_places&utm_medium=locations&utm_campaign=UC_pubpage,,
Swansea,The Bryn-Y-Mor,"17 Brynymor Rd, Swansea SA1 4JQ, UK",01792 466650,https://www.greeneking.co.uk/pubs/west-glamorgan/bryn-y-mor-hotel?utm_source=g_places&utm_medium=locations&utm_campaign=PS_pubpage,,
Swansea,The Griffin,"Wind Street Castle Square, Swansea SA1 1DP, UK",01792 463520,https://www.thepeoplespub.co.uk/the-griffin-swansea?utm_source=gmb&utm_medium=organic&utm_campaign=homepage,,
Swansea,Jack Murphys,"5 Wind St, Swansea SA1, UK",,https://www.jackmurphys.com/,,
Swansea,The Wig & Pen,"134-136 St Helen's Rd, Swansea SA1 4BL, UK",0121 272 5499,https://www.craftunionpubs.com/wig-and-pen-swansea?utm_source=gmb&utm_medium=organic&utm_campaign=homepage,,
Swansea,The Perch,"66 Wind St, Swansea SA1 1EQ, UK",,https://www.perchswansea.co.uk/,info@perchswansea.co.uk,https://www.perchswansea.co.uk
Swansea,The Secret Beach Bar & Kitchen,"The Secret Beach Bar & Kitchen, Mumbles Rd, Brynmill, Swansea SA2 0AY, UK",01792 439220,http://www.thesecretswansea.co.uk/,info@secrethg.co.uk,http://www.thesecretswansea.co.uk/contact-us
Swansea,The Brunswick Arms,"3 Duke St, Swansea SA1 4HS, UK",01792 465676,http://www.brunswickswansea.com/,,
Swansea,Altitude28 Restaurant & Sky Bar,"Top of, Meridian Tower, Trawler Rd, Maritime Quarter, Swansea SA1 1JW, UK",01792 712772,http://www.altitude28skybar.co.uk/,reservations@altitude28skybar.co.uk,http://www.altitude28skybar.co.uk
Swansea,Queen's Hotel,"Gloucester Pl, Maritime Quarter, Swansea SA1 1TY, UK",01792 521531,https://m.facebook.com/QueensHotelSwanseaMarina/?locale2=en_GB,,
Swansea,The Welsh House Swansea Restaurant & Bar,"Unit 5, J Shed Arcade, Swansea SA1 8PL, UK",01792 480749,https://thewelsh-house.co.uk/,,
Swansea,The Bunkhouse Bar and Music Venue,"24 Park St, Swansea SA1 3DJ, UK",,http://www.thebunkhouseswansea.com/,n@club.brat,http://www.thebunkhouseswansea.com
Swansea,Dorothys Showbar Swansea,"8-9 Wind St, Swansea SA1 1DF, UK",01792 946228,https://dorothysshowbar.com/,,
Swansea,BeerRiff Brewing co,"BeerRiff Brewing, Pilot House Wharf, Maritime Quarter, Swansea SA1 1UN, UK",01792 475900,http://www.beerriffbrewing.com/,,
Swansea,The Mill,"75 Brynymor Rd, Swansea SA1 4JJ, UK",,https://www.craftunionpubs.com/mill-pub-swansea,,
Swansea,Eli Jenkins,"24 Oxford St, Swansea SA1 3AQ, UK",01792 641067,https://www.thepeoplespub.co.uk/eli-jenkins-swansea?utm_source=gmb&utm_medium=organic&utm_campaign=homepage,,
Swansea,Popworld - Swansea,"2 Wind St, Swansea SA1 1DE, UK",01792 001580,https://www.popworldparty.co.uk/swansea?utm_source=gmb&utm_medium=organic&utm_campaign=homepage,,
Swansea,The Bank Statement,"57-58 Wind St, Swansea SA1 1EP, UK",01792 455477,https://www.jdwetherspoon.com/pubs/all-pubs/wales/swansea/the-bank-statement-swansea?utm_source=google&utm_medium=maps&utm_campaign=gmb,,
Swansea,Hoogah,"68 Brynymor Rd, Swansea SA1 4JJ, UK",01792 449731,http://www.hoogah-swansea.com/,user@domain.com,http://www.hoogah-swansea.com
Swansea,Level256 | Cocktail Bar,"7-8 Caer St, Swansea SA1 3PP, UK",01792 316501,https://level256.co.uk/,,
Swansea,Bar Saint James,"30 Uplands Cres, Uplands, Swansea SA2 0PB, UK",01792 981538,https://barstjames.com/,,
Swansea,Bookshop Cocktail Bar,"27 Uplands Cres, Uplands, Swansea SA2 0NX, UK",07767 420141,http://bookshopbar.com/,info@bookshopbar.com,http://bookshopbar.com
Swansea,BrewStone,"33 Uplands Cres, Uplands, Swansea SA2 0NP, UK",01792 470480,http://www.brewstone.co.uk/,,
Swansea,The Swansea Jack,"19 Little Wind St, Swansea SA1 1ED, UK",01792 969737,https://theswanseajack.com/,,
Swansea,The River House,"The River House, Ice House, Kings Rd, Swansea SA1 8AW, UK",01792 649060,http://www.riverhouse.co.uk/,,
Swansea,The Potters Wheel,"85-86 The Kingsway, Swansea SA1 5JE, UK",01792 465113,https://www.jdwetherspoon.com/pubs/all-pubs/wales/swansea/the-potters-wheel-swansea,,
Swansea,Noah's Yard,"38 Uplands Cres, Uplands, Swansea SA2 0PG, UK",01792 447360,https://www.facebook.com/NoahsYard,,
Swansea,Pub & Grill Swansea,"off Langdon Rd, Fabian Way, Swansea SA1 8QY, UK",0333 006 5222,https://www.village-hotels.co.uk/swansea,,
Swansea,The Station Inn,"16, 22 Hamilton St, Plasmarl, Swansea SA1 2QJ, UK",01792 527755,http://www.thestationinn.uk/,,
Swansea,Mary Dillwyn,"Ffordd Cynore, Fforest-fach, Swansea SA5 4BE, UK",01792 578974,http://www.marydillwynpubswansea.co.uk/?utm_source=gbp&utm_medium=Yext&y_source=1_OTMyODg3My03MTUtbG9jYXRpb24ud2Vic2l0ZQ%3D%3D,MaryDillwyn.Swansea@marstons.co.uk,http://www.marydillwynpubswansea.co.uk
Swansea,Flickering Light,"53-54 Wind St, Swansea SA1 1EG, UK",07476 019434,https://www.facebook.com/FlickeringLight/,,
Swansea,Crowleys Rock Bar,"7 Craddock St, Swansea SA1 3EN, UK",,https://www.facebook.com/crowleys.rockbarofficial/,,
Swansea,The Wine House Swansea,"Unit 1, Altamar, Kings Road, Swansea SA1 8PP, UK",01792 457000,http://www.thewelsh-house.co.uk/,,
Swansea,Slug & Lettuce - Swansea,"1 - 4 Caer St, Swansea SA1 3PP, UK",01792 472440,https://www.slugandlettuce.co.uk/swansea?utm_source=gmb&utm_medium=organic&utm_campaign=homepage,,
Swansea,Sessions by Mumbles Brewery,"38 - 39 Castle St, Swansea SA1 1HZ, UK",07503 366057,https://sessionsbar.co.uk/,,
Swansea,Jack Murphys Uplands,"49 Uplands Cres, Uplands, Swansea SA2 0NP, UK",,https://www.jackmurphys.com/,,
Swansea,Hayes & Beale,"96 Brynymor Rd, Swansea SA1 4JG, UK",07713 858776,https://m.facebook.com/HayesBeale-160957921386701/,,
Swansea,Turtle Bay Swansea,"10 Castle St, Swansea SA1 1JF, UK",01792 467060,https://turtlebay.co.uk/restaurants/swansea,,
Newport,The Potters,"22-24 Upper Dock St, Newport NP20 1DL, UK",01633 223311,https://www.potterspub.co.uk/,potterspub@youngs.co.uk,https://www.potterspub.co.uk
Newport,BAR.CODE,"BarCode, Rodney Rd, Newport NP19 0AD, UK",07848 831616,http://www.barcodenewport.com/,,
Newport,Pen & Wig - JW Bassett Pub,"22-24 Stow Hill, Newport NP20 1JD, UK",01633 666818,http://www.jwbpubs.com/,,
Newport,The Ship & Pilot,"20 Church St, Newport NP20 2BY, UK",07404 593533,https://sites.google.com/view/theshipandpilot,,
Newport,The Cross Keys,"Cross Keys Hotel, 9 Market St, Newport NP20 1FU, UK",01633 264373,https://www.facebook.com/thecrosskeysnpt,,
Newport,The Carpenters Arms - JW Bassett Pub,"9 High St, Newport NP20 1FQ, UK",01633 265444,http://www.jwbpubs.com/,,
Newport,Man of Gwent,"Chepstow Rd, Newport NP19 9EZ, UK",01633 281263,https://www.greeneking.co.uk/pubs/gwent/man-of-gwent?utm_source=g_places&utm_medium=locations&utm_campaign=FG_pubpage,,
Newport,The Dragonfly,"Lakeside Dr, Duffryn, Newport NP10 8BB, UK",01633 810611,https://www.vintageinn.co.uk/restaurants/wales/thedragonflynewport?utm_source=google&utm_medium=organic&utm_campaign=gmb-homepage,,
Newport,Blaina Wharf,"E Dock Rd, Newport NP20 2FR, UK",01633 262679,http://www.blainawharfpubnewport.co.uk/?utm_source=gbp&utm_medium=Yext&y_source=1_OTMyODgxMC03MTUtbG9jYXRpb24ud2Vic2l0ZQ%3D%3D,BlainaWharf.Newport@marstons.co.uk,http://www.blainawharfpubnewport.co.uk
Newport,Llanwern Bull,"Kings Wall Dr, Glan Llyn, Newport NP19 4TZ, UK",01633 530531,http://www.llanwernbullpubnewport.com/?utm_source=gbp&utm_medium=Yext&y_source=1_MTIyOTQ1OTgtNzE1LWxvY2F0aW9uLndlYnNpdGU%3D,LlanwernBull.Newport@marstons.co.uk,http://www.llanwernbullpubnewport.com
Newport,Le Pub,"14 High St, Newport NP20 1FW, UK",,http://www.lepub.co.uk/,,
Newport,Hogarths,"43-44 High St, Newport NP20 1GF, UK",01633 212777,https://hogarthsbars.co.uk/newport/,,
Newport,The Ridgeway,"Ridgeway Inn, 2 Ridgeway Ave, Newport NP20 5AJ, UK",01633 266053,https://attheridgeway.com/,,
Newport,Riverside Sports Bar,"Clarence Pl, Newport NP19 7AB, UK",,https://riversidesportsbarnewport.co.uk/,riversidenewport@welshsportsfans.com,https://riversidesportsbarnewport.co.uk
Newport,McCann's Rock N Ale Bar,"10 High St, Newport NP20 1FQ, UK",01633 253648,https://www.facebook.com/McCanns-Rock-N-Ale-Bar-1704095989844652/,,
Newport,Fifteen by Llanwern Village Bar & Hotel.,"Cot hill to, Milton Hill, Llanwern, Newport NP18 2DU, UK",01633 380280,http://www.fifteenpub.com/,fifteenpub@gmail.com,http://www.fifteenpub.com
Newport,Ye Olde Murenger House,"52 High St, Newport NP20 1GA, UK",,https://www.instagram.com/the_murenger/,,
Newport,The John Wallace Linton,"Units 10-12, The Cambrian Centre, Cambrian Rd, Newport NP20 4AD, UK",01633 251752,https://www.jdwetherspoon.com/pubs/all-pubs/wales/newport/the-john-wallace-linton-newport,,
Newport,Le Public Space,"14 High St, Newport NP20 1FW, UK",01633 221477,http://lepublicspace.co.uk/,sam@lepub.co.uk,http://lepublicspace.co.uk/contact
Newport,Fire & Ice Newport,"7 Cambrian Rd, Newport NP20 4AD, UK",01633 530855,https://fireandice.wales/,hello@fireandice.wales,https://fireandice.wales
Newport,Ye Olde Bull Inn,"High St, Caerleon, Newport NP18 1AE, UK",01633 420636,http://yeoldebullinn.com/,bookings@yeoldebullinn.co.uk,http://yeoldebullinn.com
Newport,The Gaer Inn,"37 Gaer Rd, Newport NP20 3GY, UK",01633 246066,http://www.gaerinn.co.uk/index,info@gaerinn.co.uk,http://www.gaerinn.co.uk
Newport,St Julian Inn,"Caerleon Rd, Caerleon, Newport NP18 1QA, UK",01633 243548,http://www.stjulian.co.uk/,stjulian.sw@gmail.com,http://www.stjulian.co.uk
Newport,The Godfrey Morgan,"158 Chepstow Rd, Maindee, Newport NP19 8EG, UK",01633 221928,https://www.jdwetherspoon.com/pubs/all-pubs/wales/newport/the-godfrey-morgan-newport?utm_source=google&utm_medium=maps&utm_campaign=gmb,,
Newport,The Stone House,"Lighthouse Rd, St Brides, Newport NP10 8TG, UK",01633 810541,https://www.sizzlingpubs.co.uk/findapub/wales/thestonehousemaesglas?utm_source=google&utm_medium=organic&utm_campaign=gmb-homepage,,
Newport,Ruperra Arms,"Caerphilly Rd, Bassaleg, Newport NP10 8LJ, UK",01633 376167,https://www.theruperraarms.com/,Info@theruperraarms.com,https://www.theruperraarms.com
Newport,Parc-Y-Prior Inn,"Almond Dr, Newport NP20 6LD, UK",01633 855881,https://www.greeneking.co.uk/pubs/gwent/parc-y-prior-inn?utm_source=g_places&utm_medium=locations&utm_campaign=FG_pubpage,,
Newport,The Lyceum Tavern,"Lyceum Tavern, 110 Malpas Rd, Newport NP20 5PL, UK",01633 858636,https://www.facebook.com/lyceumtavern/,,
Newport,The Crown Inn,"Crown Hotel, 18 Crown St, Newport NP19 8FU, UK",01633 762567,https://www.facebook.com/The-Crown-Inn-160643317652518/info/?tab=page_info,,
Newport,Tredegar Arms,"4 Caerphilly Rd, Bassaleg, Newport NP10 8LE, UK",01633 893247,https://www.greeneking.co.uk/pubs/gwent/tredegar-arms?utm_source=g_places&utm_medium=locations&utm_campaign=PS_pubpage,,
Newport,The Lamb,"6 Bridge St, Newport NP20 4AL, UK",01633 370977,https://www.thelambpub.com/,,
Newport,Bailey's Bodega,"Bailey St, Baneswell, Newport NP20 4DJ, UK",01633 263549,https://www.facebook.com/baileysbodega/,,
Newport,The Ship Inn Caerleon,"New Rd, Caerleon, Newport NP18 1QF, UK",01633 420087,http://www.theshipcaerleon.com/,Artboard-2@2x.png,http://www.theshipcaerleon.com
Newport,The Tickled Trout Newport,"13 Market St, Newport NP20 1FU, UK",01633 904112,http://www.the-tickled-trout.com/,support@webador.com,http://www.the-tickled-trout.com
