Town,Name,Address,Phone,Website
Carmarthen,Toby Carvery Carmarthen,"Dyfed, Unit 6 St Catherine's Walk, Carmarthen SA31 1GA, UK",01267 237879,https://www.tobycarvery.co.uk/restaurants/wales/carmarthencarmarthenshire?utm_source=google&utm_medium=organic&utm_campaign=gmb-homepage
Gorseinon,The Mardy Inn - JD Wetherspoon,"117 High St, Gorseinon, Swansea SA4 4BR, UK",01792 890600,https://www.jdwetherspoon.com/pubs/the-mardy-inn-swansea/
Gorseinon,Toby Carvery Cockleshell,"Heol Y Mynydd, Gorseinon, Swansea SA4 4DJ, UK",01792 893594,https://www.tobycarvery.co.uk/restaurants/wales/thecockleshellswansea?utm_source=google&utm_medium=organic&utm_campaign=gmb-homepage
Abergavenny,Abergavenny Brewers Fayre,"Westgate House, Llanfoist, Abergavenny NP7 9LH, UK",01873 776294,https://www.brewersfayre.co.uk/en-gb/locations/abergavenny/abergavenny?cid=GLBC_40537580
Abergavenny,Lamb & Flag by Marston's Inns,"Brecon Rd, Abergavenny NP7 7EW, UK",01873 857611,https://www.marstonsinns.co.uk/inns/lamb-flag-abergavenny/?utm_source=gbp&utm_medium=Yext&y_source=1_MzM3MTM5NDItNzE1LWxvY2F0aW9uLndlYnNpdGU%3D
Chepstow,The Two Rivers at Chepstow by Marston's Inns,"Newport Rd, Chepstow NP16 5PR, UK",01291 629159,https://www.marstonsinns.co.uk/inns/two-rivers-hotel-chepstow/?utm_source=gbp&utm_medium=Yext&y_source=1_OTMyODg5My03MTUtbG9jYXRpb24ud2Vic2l0ZQ%3D%3D
Pencoed,Harvester Old Mill Bridgend,"The Old Mill, Felindre Rd, Pencoed, Bridgend CF35 5HU, UK",01656 860288,https://www.harvester.co.uk/restaurants/wales/theoldmillbridgend?utm_source=google&utm_medium=organic&utm_campaign=gmb-homepage
Brecon,Wellington by Marston's Inns,"The, Bulwark, Brecon LD3 7AD, UK",01874 625225,https://www.marstonsinns.co.uk/inns/wellington-brecon/?utm_source=gbp&utm_medium=Yext&y_source=1_MzM3MTM5NTEtNzE1LWxvY2F0aW9uLndlYnNpdGU%3D
Gowerton,Harvester Gowerton Swansea,"Victoria Rd, Gowerton, Swansea SA4 3AB, UK",01792 872444,https://www.harvester.co.uk/restaurants/wales/harvestergowertonswansea?utm_source=google&utm_medium=organic&utm_campaign=gmb-homepage
Pontyclun,Harvester Llantrisant,"Mid Glamorgan, Talbot Green Shopping Park, Talbot Green, Llantrisant, Pontyclun CF72 8LW, UK",01443 237417,https://www.harvester.co.uk/restaurants/wales/harvestertalbotgreenllantrisant?utm_source=google&utm_medium=organic&utm_campaign=gmb-homepage
Llantrisant,The Longbow Beefeater,"Gwaun Elai, Magden Park, Ynysmaerdy, Pontyclun CF72 8XL, UK",01443 233952,https://www.beefeater.co.uk/en-gb/locations/rhondda-cynon-taff/the-longbow?cid=GLBC_40027585
Langstone,The Coldra Beefeater,"Junction, The Coldra, Chepstow Rd, Langstone, Newport NP18 2NX, UK",01633 411390,https://www.beefeater.co.uk/en-gb/locations/newport/the-coldra?cid=GLBC_40011855
Bettws,Harvester Borderer Newport,"323 Malpas Rd, Newport NP20 6EP, UK",01633 858667,https://www.harvester.co.uk/restaurants/wales/harvesterborderernewport?utm_source=google&utm_medium=organic&utm_campaign=gmb-homepage
