Town,Name,Address,Phone,Website
Newport,Holiday Inn Newport by IHG,"The Coldra, Newport NP18 2YG, UK",01633 412777,https://www.ihg.com/holidayinn/hotels/gb/en/newport/nptuk/hoteldetail?cm_mmc=GoogleMaps-_-HI-_-GB-_-NPTUK
Newport,"Premier Inn Newport Wales (M4, J24) hotel","Junction, The Coldra, Chepstow Rd, Langstone, Newport NP18 2NX, UK",0333 321 1353,https://www.premierinn.com/gb/en/hotels/wales/gwent/newport/newport-wales-m4-j24.html?cid=GLBC_NEWCOL
Newport,Ramada Resort by Wyndham Cwrt Bleddyn Hotel & Spa,"Llangybi, Usk NP15 1PG, UK",01633 450521,https://www.wyndhamhotels.com/en-uk/ramada/usk-united-kingdom/ramada-resort-cwrt-bleddyn-hotel-and-spa/overview?CID=LC:wmcic5n98gs1g0r:48871&iata=00093796
Newport,Best Western Pontypool Metro Hotel,"Lower Mill Field, Pontypool NP4 0XB, UK",01495 750552,https://www.bestwestern.co.uk/hotels/best-western-pontypool-metro-hotel-83543
Newport,Days Inn by Wyndham Magor,"Roadchef Motorway Service Area, Magor NP26 3YL, UK",0808 175 4927,https://www.wyndhamhotels.com/en-uk/days-inn/magor-united-kingdom/days-inn-magor/overview?CID=LC:iqv0j1dklijly45:46032&iata=00093796
Barry,Premier Inn Barry Island Cardiff Airport hotel,"Triangle Site, Ffordd Y Mileniwm, Barry, Cardiff CF62 5QN, UK",0333 321 9274,https://www.premierinn.com/gb/en/hotels/wales/glamorgan/barry-island/barry-island-cardiff-airport.html?cid=GLBC_BARISL
Barry,Travelodge Cardiff Airport,"Port Rd, Rhoose, Barry CF62 3BA, UK",0871 559 1812,https://www.travelodge.co.uk/hotels/451/cardiff-airport-hotel?utm_source=google&utm_medium=GHA_Organic&utm_campaign=GHA_Cardiff%20Airport&WT.tsrc=GHA_Organic
Barry,Holiday Inn Express Cardiff Airport,"Port Rd, Rhoose, Cardiff, Barry CF62 3BT, UK",01446 711117,https://www.ihg.com/holidayinnexpress/hotels/gb/en/cardiff/cdfap/hoteldetail?cm_mmc=GoogleMaps-_-EX-_-GB-_-CDFAP
Bridgend,Premier Inn Bridgend Central hotel,"The Derwen, Derwen, A4061, Bridgend CF32 9ST, UK",0333 777 3945,https://www.premierinn.com/gb/en/hotels/wales/glamorgan/bridgend/bridgend-central.html?cid=GLBC_BRICOL
Bridgend,Days Inn Bridgend Cardiff M4,"Welcome Break Sarn Park (Bridgend Cardiff) Service Area J36, M4, Sarn, Bridgend CF32 9SY, UK",01656 659218,https://hotels.welcomebreak.co.uk/hotel/days-inn-bridgend-cardiff-m4/
Bridgend,Best Western Premier Heronston Hotel & Spa,"Ewenny Rd, Cardiff, Bridgend CF35 5AW, UK",0333 003 4155,https://www.bestwestern.co.uk/hotels/best-western-heronston-hotel-spa-83481?utm_source=google_places&utm_medium=organic&utm_campaign=BEST_WESTERN_Heronston_Hotel_&_Spa
Bridgend,"Premier Inn Bridgend (M4, J35) hotel","Pantruthyn Farm M4, Bridgend CF35 5HY, UK",0333 777 3944,https://www.premierinn.com/gb/en/hotels/wales/glamorgan/bridgend/bridgend-m4-j35.html?cid=GLBC_BRIPAN
Bridgend,Travelodge Bridgend Pencoed,"The Old Mill, Felindre Rd, Pencoed, Bridgend CF35 5HU, UK",0871 984 6049,https://www.travelodge.co.uk/hotels/94/bridgend-pencoed-hotel?utm_source=google&utm_medium=GHA_Organic&utm_campaign=GHA_Bridgend%20Pencoed&WT.tsrc=GHA_Organic
Bridgend,Premier Inn Llantrisant hotel,"Magden Park, Gwaun Elai, Ynysmaerdy, Pontyclun CF72 8UX, UK",0333 321 1243,https://www.premierinn.com/gb/en/hotels/wales/glamorgan/llantrisant/llantrisant.html?cid=GLBC_LLALLA
Cwmbran,Premier Inn Cwmbran hotel,"Avondale Rd, Cwmbran NP44 1DE, UK",0333 777 4636,https://www.premierinn.com/gb/en/hotels/wales/gwent/cwmbran/cwmbran.html?cid=GLBC_CWMBTT
Cwmbran,Holiday Inn Express Pontypool-cwmbran,"Tyr'Felin, Pontypool NP4 0RH, UK",0333 321 1396,
Cwmbran,Premier Inn Pontypool hotel,"Tyr'Felin, Pontypool NP4 0RH, UK",0333 321 1396,https://www.premierinn.com/gb/en/hotels/wales/gwent/pontypool/pontypool.html?cid=GLBC_PONCOL
Wrexham,Ramada Plaza by Wyndham Wrexham,"Ellice Way, Wrexham LL13 7YH, UK",01978 291400,https://www.wyndhamhotels.com/en-uk/ramada/wrexham-united-kingdom/ramada-plaza-wrexham/overview?CID=LC:wmcic5n98gs1g0r:15931&iata=00093796
Wrexham,Premier Inn Wrexham City Centre hotel,"Jacques Wy, Wrexham LL11 2BY, UK",0333 321 9307,https://www.premierinn.com/gb/en/hotels/wales/clwyd/wrexham/wrexham-town-centre.html?cid=GLBC_WREJAC
Wrexham,Premier Inn Wrexham North (A483) hotel,"Chester Rd, Gresford, Wrexham LL12 8PW, UK",0333 321 9195,https://www.premierinn.com/gb/en/hotels/wales/clwyd/wrexham/wrexham-north-a483.html?cid=GLBC_WREBEE
Wrexham,Travelodge Wrexham,"A483 Wrexham Rd, Rhostyllen, Wrexham LL14 4EJ, UK",0871 984 6116,https://www.travelodge.co.uk/hotels/194/wrexham-hotel?utm_source=google&utm_medium=GHA_Organic&utm_campaign=GHA_Wrexham&WT.tsrc=GHA_Organic
Llanelli,Travelodge Llanelli Central,"Stepney Pl, Swansea, Llanelli SA15 3YF, UK",0871 984 6350,https://www.travelodge.co.uk/hotels/563/Llanelli-Central-hotel?utm_source=google&utm_medium=GHA_Organic&utm_campaign=GHA_Llanelli%20Central&WT.tsrc=GHA_Organic
Llanelli,Premier Inn Llanelli Central East hotel,"Llandafen Rd, Llanelli SA14 9BD, UK",0333 321 1242,https://www.premierinn.com/gb/en/hotels/wales/dyfed/llanelli/llanelli-central-east.html?cid=GLBC_LLAPEM
Llanelli,Premier Inn Llanelli Central West hotel,"Sandpiper Rd, Llanelli SA15 4SG, UK",0333 321 9258,https://www.premierinn.com/gb/en/hotels/wales/dyfed/llanelli/llanelli-central-west.html?cid=GLBC_LLASAN
Llanelli,Travelodge Llanelli Cross Hands,"A48, Cross Hands, Llanelli SA14 6RJ, UK",0871 984 6230,https://www.travelodge.co.uk/hotels/89/llanelli-cross-hands-hotel?utm_source=google&utm_medium=GHA_Organic&utm_campaign=GHA_Llanelli%20Cross%20Hands&WT.tsrc=GHA_Organic
Neath,Premier Inn Port Talbot hotel,"Dinas Baglan Rd, Baglan, Port Talbot SA12 8ES, UK",0333 321 3208,https://www.premierinn.com/gb/en/hotels/wales/glamorgan/port-talbot/port-talbot.html?cid=GLBC_PORBAG
Neath,Pink Geranium Village Hotel,"31 Herbert St, Pontardawe, Swansea SA8 4EB, UK",01792 862255,
Merthyr Tydfil,Premier Inn Merthyr Tydfil hotel,"Duffryn, Pentrebach, Merthyr Tydfil CF48 4BB, UK",0333 321 1326,https://www.premierinn.com/gb/en/hotels/wales/glamorgan/merthyr-tydfil/merthyr-tydfil.html?cid=GLBC_MERPEN
Merthyr Tydfil,Travelodge Merthyr Tydfil,"Merthyr Tydfil Leisure Village, Merthyr Tydfil CF48 1UT, UK",0871 984 6371,https://www.travelodge.co.uk/hotels/366/merthyr-tydfil-hotel?utm_source=google&utm_medium=GHA_Organic&utm_campaign=GHA_Merthyr%20Tydfil&WT.tsrc=GHA_Organic
Merthyr Tydfil,Premier Inn Aberdare hotel,"Riverside Retail Park, Aberdare CF44 0AH, UK",0333 777 3652,https://www.premierinn.com/gb/en/hotels/wales/glamorgan/aberdare/aberdare.html?cid=GLBC_ABETIR
Merthyr Tydfil,Premier Inn Ebbw Vale hotel,"Victoria Business Park, Waun-Lwyd, Ebbw Vale NP23 8AN, UK",0333 777 4678,https://www.premierinn.com/gb/en/hotels/wales/gwent/ebbw-vale/ebbw-vale.html?cid=GLBC_EBBVIC
Merthyr Tydfil,Best Western Ebbw Vale,"7 Bridge St, Ebbw Vale NP23 6EY, UK",01633 846720,https://www.bestwestern.co.uk/hotels/best-western-ebbw-vale-84397
Caerphilly,Premier Inn Caerphilly Crossways hotel,"Crossways Business Park, Caerphilly CF83 3NL, UK",0333 777 3974,https://www.premierinn.com/gb/en/hotels/wales/gwent/caerphilly/caerphilly-crossways.html?cid=GLBC_CAECRO
Caerphilly,Premier Inn Caerphilly (Corbetts Lane) hotel,"Corbetts Ln, Pwllypant, Llanbradach, Caerphilly CF83 3HX, UK",0333 777 3973,https://www.premierinn.com/gb/en/hotels/wales/gwent/caerphilly/caerphilly-corbetts-lane.html?cid=GLBC_CAECED
Caerphilly,Travelodge Caerphilly,"1 Beddau Way, Caerphilly CF83 2AX, UK",,https://www.travelodge.co.uk/hotels/352/caerphilly-hotel?utm_source=google&utm_medium=GHA_Organic&utm_campaign=GHA_Caerphilly&WT.tsrc=GHA_Organic
Pontypridd,Travelodge Cardiff M4,"M4 Motorway, Pontyclun, Cardiff CF72 8SA, UK",0871 984 6226,https://www.travelodge.co.uk/hotels/83/cardiff-m4-hotel?utm_source=google&utm_medium=GHA_Organic&utm_campaign=GHA_Cardiff%20M4&WT.tsrc=GHA_Organic
Colwyn Bay,Travelodge Colwyn Bay,"7 Victoria Ave, Colwyn Bay LL29 8DU, UK",0871 984 6463,https://www.travelodge.co.uk/hotels/495/colwyn-bay-hotel?utm_source=google&utm_medium=GHA_Organic&utm_campaign=GHA_Colwyn%20Bay&WT.tsrc=GHA_Organic
Colwyn Bay,Premier Inn Llandudno (Glan-Conwy) hotel,"Conway Road Glan Conwy Corner, Colwyn Bay, Llandudno Junction LL28 5LB, UK",0333 321 1239,https://www.premierinn.com/gb/en/hotels/wales/clwyd/llandudno/llandudno-glan-conwy.html?cid=GLBC_LLAAFO
Colwyn Bay,Travelodge Llandudno,"Gloddaeth St, Llandudno LL30 2DD, UK",0871 559 1865,https://www.travelodge.co.uk/hotels/587/Llandudno-hotel?utm_source=google&utm_medium=GHA_Organic&utm_campaign=GHA_Llandudno&WT.tsrc=GHA_Organic
Colwyn Bay,Premier Inn Llandudno Town Centre hotel,"Vaughan St, Llandudno LL30 1AG, UK",0333 003 8101,https://www.premierinn.com/gb/en/hotels/wales/clwyd/llandudno/llandudno-town-centre.html?cid=GLBC_LLASEA
Pontypool,Premier Inn Abergavenny hotel,"Westgate House, Llanfoist, Abergavenny NP7 9LH, UK",0333 234 6440,https://www.premierinn.com/gb/en/hotels/wales/monmouthshire/abergavenny/abergavenny.html?cid=GLBC_ABEGAV
Penarth,Premier Inn Cardiff City South hotel,"East Moors Industrial Estate, Keen Rd, Cardiff CF24 5JT, UK",0333 777 3982,https://www.premierinn.com/gb/en/hotels/wales/glamorgan/cardiff/cardiff-city-south.html?cid=GLBC_CAROCE
Rhyl,Premier Inn Rhyl Seafront hotel,"21-26 W Parade, Rhyl LL18 1HE, UK",0333 234 6512,https://www.premierinn.com/gb/en/hotels/wales/clwyd/rhyl/rhyl-seafront.html?cid=GLBC_RHYSEA
Rhyl,Travelodge Rhyl Seafront,"E Parade, Rhyl LL18 3AQ, UK",0871 984 6548,https://www.travelodge.co.uk/hotels/655/Rhyl-Seafront-hotel?utm_source=google&utm_medium=GHA_Organic&utm_campaign=GHA_Rhyl_Seafront&WT.tsrc=GHA_Organic
Rhyl,Premier Inn Rhuddlan hotel,"Marsh Rd, Rhyl LL18 5UA, UK",0333 321 8446,https://www.premierinn.com/gb/en/hotels/wales/clwyd/rhuddlan/rhuddlan.html?cid=GLBC_RHUMOR
Bangor,"Premier Inn Bangor (Gwynedd, North Wales) hotel","Parc Menai, Menai Business Park, Ffordd Y Parc, Bangor LL57 4FA, UK",0333 777 3677,https://www.premierinn.com/gb/en/hotels/wales/gwynedd/bangor/bangor-gwynedd-north-wales.html?cid=GLBC_BANBRI
Bangor,Travelodge Bangor,"Llys-y-gwynt, A5, Bangor LL57 4BG, UK",0871 984 6061,https://www.travelodge.co.uk/hotels/106/Bangor-hotel?utm_source=google&utm_medium=GHA_Organic&utm_campaign=GHA_Bangor&WT.tsrc=GHA_Organic
Bangor,Travelodge Caernarfon,"Victoria Dock, Balaclava Rd, Caernarfon LL55 1SR, UK",0871 984 6426,https://www.travelodge.co.uk/hotels/392/caernarfon-hotel?utm_source=google&utm_medium=GHA_Organic&utm_campaign=GHA_Caernarfon&WT.tsrc=GHA_Organic
Bangor,Premier Inn Caernarfon hotel,"Victoria Dock, Balaclava Rd, Caernarfon LL55 1TH, UK",0333 777 3972,https://www.premierinn.com/gb/en/hotels/wales/gwynedd/caernarfon/caernarfon.html?cid=GLBC_CAEBAR
Bangor,Premier Inn Bangor (Northern Ireland) hotel,"Castle St, Bangor BT20 4TH, UK",0871 527 8000,https://www.premierinn.com/gb/en/hotels/northern-ireland/county-down/bangor/bangor-northern-ireland.html?cid=GLBC_BANCAS
Connah's Quay,Village Hotel Chester St David's,"St David's Park, Ewloe, Deeside CH5 3YB, UK",0333 006 5222,https://www.village-hotels.co.uk/hotels/chester-st-davids/?utm_source=google&utm_medium=organic&utm_campaign=chester-st-davids-gmb
Connah's Quay,Travelodge Chester Northop Hall,"A55 Eastbound Expressway, Northop Hall, Mold CH7 6HF, UK",0871 984 6091,https://www.travelodge.co.uk/hotels/160/chester-northop-hall-hotel?utm_source=google&utm_medium=GHA_Organic&utm_campaign=GHA_Chester%20Northop%20Hall&WT.tsrc=GHA_Organic
Connah's Quay,Holiday Inn A55 Chester West by IHG,"Westbound A55 Northop Hall, Mold, Chester CH7 6HB, UK",01244 550011,https://www.ihg.com/holidayinn/hotels/gb/en/chester/cheuk/hoteldetail?cm_mmc=GoogleMaps-_-HI-_-GB-_-CHEUK
Connah's Quay,Travelodge Halkyn,"A55, A55 Halkyn Rd, Holywell CH8 8DF, UK",0871 984 6078,https://www.travelodge.co.uk/hotels/133/halkyn-hotel?utm_source=google&utm_medium=GHA_Organic&utm_campaign=GHA_Halkyn&WT.tsrc=GHA_Organic
Carmarthen,Travelodge St. Clears Carmarthen,"Tenby Rd, St Clears, Carmarthen SA33 4JN, UK",0871 984 6053,https://www.travelodge.co.uk/hotels/98/st-clears-carmarthen-hotel?utm_source=google&utm_medium=GHA_Organic&utm_campaign=GHA_St.%20Clears%20Carmarthen&WT.tsrc=GHA_Organic
Aberystwyth,Premier Inn Aberystwyth hotel,"36-37 Marine Terrace, Aberystwyth SY23 2NN, UK",0333 234 6529,https://www.premierinn.com/gb/en/hotels/wales/dyfed/aberystwyth/aberystwyth.html?cid=GLBC_ABEMAR
Hawarden,Holiday Inn Chester - South by IHG,"Wrexham Rd., Chester CH4 9DL, UK",0333 320 9325,https://www.ihg.com/holidayinn/hotels/gb/en/chester/chewr/hoteldetail?cm_mmc=GoogleMaps-_-HI-_-GB-_-CHEWR
Milford Haven,Travelodge Pembroke Dock,"Pier Rd, Pembroke Dock SA72 6TR, UK",0871 984 6299,https://www.travelodge.co.uk/hotels/296/pembroke-dock-hotel?utm_source=google&utm_medium=GHA_Organic&utm_campaign=GHA_Pembroke%20Dock&WT.tsrc=GHA_Organic
Milford Haven,Premier Inn Haverfordwest (North/A40) hotel,"Glanafon Farm House, Fishguard Rd, Haverfordwest SA62 4BQ, UK",0333 321 9366,https://www.premierinn.com/gb/en/hotels/wales/dyfed/haverfordwest/haverfordwest-northa40.html?cid=GLBC_HAVFOR
Milford Haven,Best Western Lamphey Court Hotel & Spa,"Lamphey, Pembroke SA71 5NT, UK",01646 672273,https://www.bestwestern.co.uk/hotels/best-western-lamphey-court-hotel-spa-83424
Buckley,Holiday Inn Express Chester - Racecourse by IHG,"The Racecourse, New Crane St, Chester CH1 2LY, UK",01244 327900,https://www.ihg.com/holidayinnexpress/hotels/gb/en/chester/chetr/hoteldetail?cm_mmc=GoogleMaps-_-EX-_-GB-_-CHETR
Flint,Premier Inn Wirral (Heswall) hotel,"Chester Rd, Heswall, Wirral CH60 3SD, UK",0333 321 9185,https://www.premierinn.com/gb/en/hotels/england/merseyside/wirral/wirral-heswall.html?cid=GLBC_WIRGLE
Flint,Village Hotel Wirral,"Pool Ln, Bromborough, Birkenhead, Wirral CH62 4UE, UK",0333 006 5222,https://www.village-hotels.co.uk/hotels/wirral/?utm_source=google&utm_medium=organic&utm_campaign=wirral-gmb
Haverfordwest,Premier Inn St David's,"23 Glasfryn Rd, St Davids, Haverfordwest SA62 6RY, UK",0300 373 0051,https://www.premierinn.com/gb/en/hotels/wales/pembrokeshire/st-davids/st-davids.html
Haverfordwest,Little Hilton Farm,"Little Hilton Farm, Roch, Haverfordwest SA62 6AE, UK",07975 613574,http://www.littlehiltonfarm.net/
Haverfordwest,Hilton Court,"Roch, Haverfordwest SA62 6AE, UK",01437 710262,https://www.hiltoncourt.co.uk/
Chepstow,DoubleTree by Hilton Bristol North,"Woodlands Ln, Bradley Stoke, Bristol BS32 4JF, UK",01454 201144,https://www.hilton.com/en/hotels/bstbrdi-doubletree-bristol-north/?SEO_id=GMB-EMEA-DI-BSTBRDI
Chepstow,Travelodge Bristol Severn View M48,"Moto Severn View, M48, Bristol M48, UK",0871 984 6052,https://www.travelodge.co.uk/hotels/97/bristol-severn-view-m48-hotel?utm_source=google&utm_medium=GHA_Organic&utm_campaign=GHA_Bristol%20Severn%20View%20M48&WT.tsrc=GHA_Organic
Chepstow,Best Western Henbury Lodge Hotel,"Station Rd, Henbury, Bristol BS10 7QQ, UK",0117 950 2615,https://www.bestwestern.co.uk/hotels/best-western-henbury-lodge-hotel-83915
Holyhead,Premier Inn Holyhead hotel,"Parc Cybi, Holyhead LL65 2UQ, UK",01407 885281,https://www.premierinn.com/gb/en/hotels/wales/anglesey/holyhead/holyhead.html?cid=GLBC_HOLHEA
Holyhead,Travelodge Holyhead,"Kingsland Rd, Holyhead LL65 2LB, UK",01407 761302,https://www.travelodge.co.uk/hotels/347/holyhead-hotel?utm_source=google&utm_medium=GHA_Organic&utm_campaign=GHA_Holyhead&WT.tsrc=GHA_Organic
Monmouth,Premier Inn Monmouth hotel,"Portal Rd, Monmouth NP25 5FP, UK",0333 234 6455,https://www.premierinn.com/gb/en/hotels/wales/monmouthshire/monmouth/monmouth.html?cid=GLBC_MONPOR
