Town,Name,Address,Phone,Website,Email,Found on page
Birmingham,CateringBase Ltd,"Unit F26, Hastingwood Industrial Park, Wood Ln, Erdington, Birmingham B24 9QR, UK",0121 386 6628,http://www.cateringbase.co.uk/,,
Birmingham,Nova Catering Repairs,"34 Dudley Rd, Brierley Hill DY5 1LH, UK",01384 210544,http://www.novarepairs.co.uk/,office@novarepairs.co.uk,http://www.novarepairs.co.uk
Birmingham,Commercial Catering,"Unit 15, 34-37 Nursery Rd, Lozells, Birmingham B19 2XN, UK",07916 962261,http://commercialcateringbham.co.uk/,,
Birmingham,Tansik London ltd (Tansik Catering),"Unit 12, Green Lane Industrial Estate, Second Ave, Birmingham B9 5QP, UK",07411 203963,http://www.tansik.co.uk/,tansikcatering@gmail.com,http://www.tansik.co.uk
Birmingham,In-Charge Catering Supplies Ltd,"Unit 11, St Andrews Industrial Estate, Sydney Rd, Birmingham B9 4QB, UK",0121 772 1910,http://www.inchargecateringsupplies.co.uk/,,
Birmingham,HNR Catering Supplies,"213 The Avenue, Acocks Green, Birmingham B27 6NP, UK",0121 707 3025,https://www.hnrcateringsupplies.co.uk/,,
Birmingham,RHE Catering Equipment Sevices,"The Courtyard, Burnsall Rd, Coventry CV5 6UT, UK",024 7666 7541,http://www.rheservices.co.uk/,service@rheservices.co.uk,http://www.rheservices.co.uk
Birmingham,Forming and Catering Equipment Ltd,"66 Rea St S, Deritend, Birmingham B5 6LB, UK",0845 331 3226,http://formingandcatering.com/,,
Birmingham,Midland Catering Ltd,"Unit 3 Landor St, Birmingham B8 1AG, UK",0121 773 4778,https://midlandcateringltd.co.uk/,raja@midlandcateringltd.co.uk,https://midlandcateringltd.co.uk
Birmingham,Yasmin Ditta Catering,"Unit 9, Premier Trading Estate, Birmingham B7 4AT, UK",07402 247568,https://www.yasmindittacatering.com/,,
Birmingham,Maggie Lo Catering Supplies Ltd,"202-204 Barford St, Birmingham B5 7EP, UK",0121 622 3358,http://www.maggielo.co.uk/,sales@maggielo.co.uk,http://www.maggielo.co.uk
Birmingham,Abraxas Catering Equipment Limited,"Unit 8, Building 329, Rushock Trading Estate, Droitwich WR9 0NR, UK",01562 863222,https://www.abraxascatering.co.uk/,,
Birmingham,CEE | Catering Equipment Express,"Unit 15, Bilston Industrial Estate, Oxford St, Bilston, Wolverhampton WV14 7EG, UK",01902 495634,https://cateringequipment-uk.co.uk/,info@cateringequipment-uk.co.uk,https://cateringequipment-uk.co.uk
Birmingham,Aretsi Event Catering Limited,"Unit 7, All Saints Industrial Estate, All Saints' St, Hockley, Birmingham B18 7RJ, UK",07468 489816,http://aretsi.co.uk/,,
Birmingham,Birmingham Catering Hire,"Deritend, Birmingham B9 4AA, UK",0800 910 1317,http://www.birminghamcateringhire.com/,support@expohire.com,http://www.birminghamcateringhire.com
Birmingham,B7 Catering LTD,"Unit 6, 133-159 Tyburn Rd, Birmingham B24 8NQ, UK",07534 432192,https://b7catering.co.uk/,,
Birmingham,Ming Catering Equipment,"257 Hospital St, Birmingham B19 2YF, UK",07868 754564,https://mingcatering.co.uk/contact/,,
Birmingham,Polaris Catering & Refrigeration Service Ltd,"Office 21, Haldon House, Business Centre, 385 Brettell Ln, Brierley Hill DY5 3LQ, UK",01527 585676,https://www.polariscateringservices.com/,office@polariscatering.co.uk,https://www.polariscateringservices.com
Birmingham,Kitchen Solutions,"20 Prince Rd, Birmingham B30 3HB, UK",0121 399 0016,http://www.kitchensolutions.co.uk/,sales@kitchensolutions.co.uk,http://www.kitchensolutions.co.uk
Birmingham,Midlands Catering Equipment,"17 Deer Park Rd, Northampton NN3 6AT, UK",01604 961161,https://www.midlandscateringequipment.co.uk/,,
Birmingham,Smart Catering Repairs Ltd,"Unit 15, Spinners End Industrial Estate, Oldfields, Cradley Heath B64 6BS, UK",01384 918688,http://www.smartcateringrepairs.co.uk/,,
Birmingham,Catering Equipment Solutions,"30 Shrewsbury Ave, Peterborough PE2 7BF, UK",01733 236033,http://www.catering-equipment-solutions.co.uk/,,
Leeds,Northern Catering Equipment,"Richmond House, Lawnswood Business Park, Leeds LS16 6QY, UK",0113 833 1234,http://northerncatering.co.uk/,info@northerncatering.co.uk,http://northerncatering.co.uk
Leeds,Leon Catering Equipment,"Unit 17, Leon Catering Equipment, park house, 37 Ings Rd, Osmondthorpe, Leeds LS9 9EJ, UK",0113 513 0481,https://leoncatering.wixsite.com/lcequipments,,
Leeds,Barton Catering Engineers,"76 Carr Bottom Rd, Greengates, Bradford BD10 0BD, UK",0113 418 0284,https://bartoncateringengineers.co.uk/,,
Leeds,RITEPRICE CATERING EQUIPMENT,"Barkston House, 46 Croydon St, Holbeck, Leeds LS11 9RT, UK",0113 234 2227,http://www.ritepriceltd.com/,,
Leeds,AD Catering Equipment Engineering,"11 Vale St, Brighouse HD6 1TR, UK",07432 563323,http://www.adcee.co.uk/,acc.adcee@gmail.com,http://www.adcee.co.uk
Leeds,Calder Catering Equipment Services Ltd,"Newton House, Grey St, Wakefield WF1 3HQ, UK",01924 872972,http://www.caldercatering.co.uk/,info@caldercatering.co.uk,http://www.caldercatering.co.uk
Leeds,Blue Pepper Catering,"York House, 55 Easy Rd, Leeds LS9 8QS, UK",0113 871 5999,http://www.bluepeppercatering.co.uk/,,
Leeds,Shire Catering Equipment,"Unit 19, Oak Mills, Topcliffe Ln, Morley, Leeds LS27 0HL, UK",0113 252 0880,http://www.shirecateringequipment.co.uk/,,
Leeds,Salt's Catering,"A1, Wellington Road Industrial Estate, Leeds LS12 2UA, UK",0113 529 2080,https://www.saltscatering.co.uk/,accounts@saltscatering.co.uk,https://www.saltscatering.co.uk
Leeds,Unique Catering Equipment,"Unit 1, Granby Works, Bradford BD2 1AS, UK",01274 306040,https://uniquefoodmachinery.co.uk/,,
Leeds,Catering Parts UK Ltd,"Newton House, Grey St, Wakefield WF1 3HQ, UK",01924 872982,https://www.cateringparts.net/,info@cateringparts.co.uk,https://www.cateringparts.net
Leeds,Hog Roast Catering Yorkshire,"Building 3, City West Business Park, Gelderd Rd, Holbeck, Leeds LS12 6LN, UK",01904 820946,http://hogroastcateringyorkshire.co.uk/,,
Leeds,CS Catering Equipment,"Hurricane House, Moxon Way, Sherburn in Elmet, Leeds LS25 6FB, UK",01977 687665,http://www.cs-catering-equipment.co.uk/,,
Leeds,Denby Catering Equipment,"Unit 2, Chantry Bridge Industrial Estate, Thornes Trading Estate, Thornes Ln, Wakefield WF1 5QN, UK",01924 200567,http://www.denbycatering.co.uk/,,
Leeds,Freshbyte catering,"Sandringham Dr, Leeds LS17 8DA, UK",07448 064606,http://www.freshbytecatering.uk/,,
Leeds,Punjabi Heaven Catering,"Unit 5, LongClose Works, Dolly Ln, Harehills, Leeds LS9 7TU, UK",07777 654675,https://www.punjabiheavencatering.co.uk/,,
Leeds,Catering Yorkshire,"4 Upper Wortley Rd, Leeds LS12 4JA, UK",0113 236 8135,http://www.cateringyorkshire.com/,enquiries@cateringyorkshire.com,http://www.cateringyorkshire.com
Leeds,Collingham Catering Services Ltd,"Unit 16 Sandbeck Park, Sandbeck Ln, Wetherby LS22 7TW, UK",01937 583266,http://www.collinghamcatering.co.uk/,service@collinghamcatering.co.uk,http://www.collinghamcatering.co.uk
Leeds,Leach Catering Equipment,"3 Twitch Hill, Horbury, Wakefield WF4 6NA, UK",01924 278516,http://facebook.com/leachcatering,,
Leeds,Harrogate Catering Services,"23 Grasmere Cres, Harrogate HG2 0ED, UK",01423 529949,http://www.harrogatecatering.co.uk/,,
Leeds,Yasin Catering Ltd,"55-61 Wickham St, Leeds LS11 7AR, UK",0113 277 3708,http://www.yasincateringleeds.co.uk/,,
Leeds,Cairn Catering Engineers,"Hyde Park House, Cartwright St, Newton, Hyde SK14 4EH, UK",0800 999 1926,https://cairncateringengineers.co.uk/,enquiries@cairncateringengineers.co.uk,https://cairncateringengineers.co.uk/contact
Leeds,A1 Catering Disposable Products,"Providence Works, Henry St, Batley Carr, Batley WF17 6JJ, UK",01924 456786,http://www.a1cdp.com/,admin@a1cdp.com,http://www.a1cdp.com
Sheffield,C & R Fabrications catering equipment,"5 Waverley Rd, Darnall, Sheffield S9 4PJ, UK",0114 244 9502,https://www.candrfabricationsholdings.co.uk/,carl.kershaw@outlook.com,https://www.candrfabricationsholdings.co.uk
Sheffield,Phoenix Catering Equipment,"Unit 1, Rutland Business Park, 50 Rutland Rd, Neepsend, Sheffield S3 8BD, UK",0114 272 7600,http://phoenixcateringequipment.co.uk/,,
Sheffield,Barnsley Catering Services Ltd,"37 Mowbray St, Neepsend, Sheffield S3 8EN, UK",01226 280222,http://www.bcs-solutions.co.uk/,,
Sheffield,Sheffield Catering Supplies,"Unit 4 Rutland Way, Sheffield S3 8DG, UK",0114 275 1991,http://www.sheffieldcatering.co.uk/,,
Sheffield,Lloyd Catering Equipment,"New Rd, Sheffield, Rotherham S61 2DU, UK",01709 740540,http://www.lloyd-catering.co.uk/,,
Sheffield,Progressive Catering Equipment Ltd,"Unit 3, NEXT TO RAILWAY BRIDGE BRIDGE, Station Works, Station Rd, Ecclesfield, Sheffield S35 9YR, UK",0114 257 7160,http://stainless4all.com/,,
Sheffield,RTH Traders Ltd - Catering Equipment,"Hillside Business Park, New St, Holbrook, Sheffield S20 3GH, UK",0114 248 4466,http://www.rthtraders.com/,sales@rthtraders.com,http://www.rthtraders.com
Sheffield,Catering Kitchens,"100 Lyons Street, Off Carlisle Street, Sheffield S4 7QS, UK",0114 276 3550,http://www.cateringkitchenssheffield.co.uk/,,
Sheffield,Steel City Food Service Equipment,"Unit 4C, Parkway Business Centre Ltd, Parkway Rise, Sheffield S9 4WQ, UK",07912 857843,http://www.steelcityfse.co.uk/,,
Sheffield,Express Catering Equipment,"Unit 4, Shepcote Centre, Shepcote Ln, Tinsley, Sheffield S9 1US, UK",0114 352 1074,https://www.expresscateringandfabrications.co.uk/,info@expresscateringandfabrications.co.uk,https://www.expresscateringandfabrications.co.uk
Sheffield,Fox Catering Equipment,"3, Woodbourn Business Centre, 230 Woodbourn Rd, Sheffield S9 3LQ, UK",0844 272 9742,http://foxcateringequipment.co.uk/,,
Sheffield,Agam Catering Equipment Suppliers,"47 Sheffield Rd, Rotherham S60 1DA, UK",01709 379684,http://www.agamcatering.co.uk/,mllegeorgesand@gmail.com,http://www.agamcatering.co.uk
Sheffield,B&M Secondhand Catering Equipment,"336 Langsett Rd, Hillsborough, Sheffield S6 2UF, UK",07733 488029,https://sites.google.com/view/bm-secondhandcateringequipment/home,,
Sheffield,Carlton Catering Equipment,"Grange Farm, Braithwell Rd, Ravenfield, Rotherham S65 4LP, UK",07976 285343,http://www.chippersandpeelers.com/,info@carlton-catering-equipment.co.uk,http://www.chippersandpeelers.com
Sheffield,Vip Catering Spares,"105 Lindsay Ave, Parson Cross, Sheffield S5 7SD, UK",07539 934422,http://vipcateringparts.co.uk/,info@vipcateringparts.co.uk,http://vipcateringparts.co.uk
Sheffield,Elite Catering Equipment LTD,"Unit 13, vanguard trading estate, Britannia Rd, Chesterfield S40 2TZ, UK",01246 914300,http://elitecateringequipmentltd.co.uk/,,
Sheffield,Catering Projects Ltd,"Unit 2, Waterloo Court, Markham Ln, Markham Vale, Chesterfield S44 5HN, UK",01246 811575,http://www.cateringprojects.co.uk/,user@domain.com,http://www.cateringprojects.co.uk
Sheffield,The Bo-Ho Catering Co.,"183 White Ln, Gleadless, Sheffield S12 3GF, UK",07786 937881,https://www.thebohocateringco.co.uk/,yourname@mail.com,https://www.thebohocateringco.co.uk
Sheffield,Advanced Catering Services Ltd,"Unit 4A, 4B, High St, Bassingham, Lincoln LN5 9JZ, UK",07834 615965,http://www.adcatservs.co.uk/,impallari@gmail.com,http://www.adcatservs.co.uk
Sheffield,IDL Commercial Kitchen Design,"Unit 22, Century Park Network Centre, Dearne Ln, Wath upon Dearne, Rotherham S63 5DE, UK",01709 871392,http://www.idlengineeringservices.co.uk/,,
Sheffield,Food Service Solutions (UK) Ltd,"Unit 52, Works Rd, Hollingwood, Chesterfield S43 2PE, UK",01246 477223,http://foodservicesolutions.co.uk/,info@foodservicesolutions.co.uk,http://foodservicesolutions.co.uk
Sheffield,B&P Wholesale - Packaging & Catering Supplies,"9AParkway Dr, Darnall, Sheffield S9 4WN, UK",0114 244 4446,https://www.bandpwholesale.co.uk/,info@bandpwholesale.co.uk,https://www.bandpwholesale.co.uk
Sheffield,NWCE Foodservice Equipment,"Folds Rd, Bolton BL1 2SB, UK",0161 764 8688,http://www.nwce.co.uk/,,
Sheffield,Sheffield Kitchen Supplies,"17, Kingfisher Works, Neepsend Ln, Neepsend, Sheffield S3 8AU, UK",0114 273 7524,http://www.sheffieldsupplies.co.uk/,,
Sheffield,South Coast Catering Equipment Limited,"Unit 4-5, Commercial House, Apex Park, Hailsham BN27 3JU, UK",01323 444530,http://www.southcoastcatering.co.uk/,,
Manchester,DA Catering repairs and servicing ltd,"Claremont Rd, Salford, Manchester M6 7RJ, UK",07922 301397,https://www.dacrs.co.uk/?utm_source=google&utm_medium=wix_google_business_profile&utm_campaign=4956369211231669446,info@dacrs.co.uk,https://www.dacrs.co.uk
Manchester,Quatrone - Catering Equipment - Manchester,"Unit 7, Orchard sew mill, Langley Road, South, Salford M6 6SD, UK",0161 327 5045,https://www.quatrone.co.uk/,service@quatrone.co.uk,https://www.quatrone.co.uk
Manchester,Proex Catering Equipment Buy & Sell - MANCHESTER -,"Unit K, Mode Wheel Rd S, Salford M50 1DG, UK",07983 242182,https://proexcatering.co.uk/,info@proexcatering.co.uk,https://proexcatering.co.uk
Manchester,YES Group - Takeaway and Restaurant Catering Supplies,"Kurpas House, Greenside Way, Middleton, Manchester M24 1SW, UK",0161 655 3777,http://yesgroupuk.com/,yes@yesgroupuk.com,http://yesgroupuk.com/contact-us
Manchester,Worldwide Catering NW Ltd - Fruit and Veg Supplier Manchester,"Unit 2, FAILSWORTH INDUSTRIAL ESTATE, Failsworth, Manchester M35 0BN, UK",0161 684 7774,https://worldwidecatering.co/,accounts@worldwidecatering.co.uk,https://worldwidecatering.co
Manchester,Total Kitchen Services Ltd,"Unit 2B/Mackenzie Ind Est/Bird Hall La, Cheadle Heath, Stockport SK3 0SB, UK",0161 428 4154,http://totalkitchenservices.co.uk/,john@totalkitchenservices.co.uk,http://totalkitchenservices.co.uk
Liverpool,Combined Catering Services,"73 Brewster St, Bootle L20 9NG, UK",0151 922 4454,http://combinedcatering.com/,,
Liverpool,Merseyside Catering Fabrications Limited,"Unit 1, Wilson Business Centre, Wilson Rd, Huyton, Liverpool L36 6AF, UK",0151 489 1255,https://www.merseyfabs.co.uk/,enquiries@merseyfabs.co.uk,https://www.merseyfabs.co.uk
Liverpool,Davlex Catering Equipment,"Bridle Rd, Netherton, Bootle L30 4UG, UK",,http://www.davlex.co.uk/,,
Liverpool,Burnt Orange Catering,"Camp & Furnace, 67 Greenland St, Liverpool L1 0BY, UK",0151 903 5073,http://www.burntorangeliv.com/,accounts@burntorangeliv.com,http://www.burntorangeliv.com
Liverpool,"Four Seasons Catering(Caterer For Weddings, Corporate, Business, Private, Funeral, BBQ, Buffet & Paella Caterer)","Netherly, Unit 16, Wheathill Ind Est, Holt Ln, Netherley, Liverpool L27 0YA, UK",0151 230 1600,https://fscco.uk/,,
Liverpool,KiD Catering Equipment,"Oaktree Court Business Centre, Mill Ln, Ness, Little Neston, Neston CH64 8TP, UK",0333 123 2450,https://www.kidcateringequipment.com/,,
Liverpool,C & C Catering Fabrications Ltd,"2B Arbour Ct, Kirkby, Liverpool L33 7XE, UK",0151 547 4822,https://cateringfabrications.com/,info@cateringfabrications.com,https://cateringfabrications.com
Liverpool,Wild Truffle Catering,"40 Rodney St, Liverpool L1 9AA, UK",0151 291 1144,https://wildtruffle.co.uk/,info@wildtruffle.co.uk,https://wildtruffle.co.uk/contact
Liverpool,C&C Catering Equipment Ltd,"Quarry Buildings, Hill Rd, Eccleston, Chester CH4 9HQ, UK",01244 625170,https://cateringequipment.com/,info@cateringequipment.com,https://cateringequipment.com
Liverpool,Richmond Paper Supply Co - Takeaway Packaging and Catering Disposables,"1-3 Forge St, Liverpool, Bootle L20 8JG, UK",0151 933 1000,https://www.richmondpapersupply.co.uk/?utm_source=google&utm_medium=local&utm_campaign=1&utm_content=primary,,
Liverpool,Peninsula Catering,"Unit 2, Quarrybank Workshops, Oxton Rd, Birkenhead, Wirral CH41 2ZD, UK",0151 662 0191,https://www.peninsulacatering.co.uk/,info@peninsulacatering.co.uk,https://www.peninsulacatering.co.uk
Liverpool,Adams Foodservice,"183 Great Howard St, Liverpool L3 7DL, UK",0333 880 1569,http://adamsfoodservice.com/,,
Bristol,AB Catering Engineers Ltd,"15 Martock Rd, Keynsham, Bristol BS31 1XA, UK",0117 986 8007,https://www.abcateringengineers-bristol.co.uk/,,
Bristol,Avondale Catering Supplies Ltd,"Office 19, Access Self Storage, Winterstoke Rd, Ashton Gate, Bristol BS3 2LG, UK",0117 244 2295,http://avondalecatering.co.uk/,enquiries@avondalecatering.co.uk,http://avondalecatering.co.uk
Bristol,Tailor Made Catering Equipment Services Ltd,"Unit D37, Kestrel court, 1 Harbour Rd, Portishead, Bristol BS20 7AN, UK",01275 390590,https://www.tailormadeces.com/,sales@tailormadeces.com,https://www.tailormadeces.com
Bristol,M&M CATERING SUPPLIES LIMITED,"GXO Site, St, St Andrew's Rd, Avonmouth, Bristol BS11 9HS, UK",0117 982 7338,https://mmcateringsupplies.com/,info@mmcateringsupplies.com,https://mmcateringsupplies.com/contact
Bristol,South Western Equipment Catering Services,"Southland Farm, Compton Dando, Bristol BS39 4JX, UK",07900 908896,http://swecs.co.uk/,,
Bristol,Bristol Catering Company,"31 Brislington Hill, Brislington, Bristol BS4 5BE, UK",0117 370 3100,http://www.bristolcatering.co.uk/,,
Bristol,Roundstone Catering Equipment,"8 Lysander Rd, Bowerhill, Melksham SN12 6SP, UK",01225 709595,https://www.roundstonecatering.com/,,
Bristol,Kitchen Artillery,"4b Waterloo St, Clifton, Bristol BS8 4BT, UK",0117 973 1062,https://www.kitchenartillery.co.uk/,info@kitchenartillery.co.uk,https://www.kitchenartillery.co.uk
Leicester,Foodservice Training Consultants Ltd,"61 Oakfield Ave, Birstall, Leicester LE4 3DT, UK",07944 363490,http://www.foodservicetraining.co.uk/,,
Leicester,ELHAS CATERING EQUIPMENT,"12 Boston Rd, Leicester LE4 1AU, UK",0116 319 2202,http://www.elhascateringequipment.com/,,
Leicester,Tower Commercial Catering Ltd,"Ste 3.1C, 39 The Parade, Oadby, Leicester LE2 5BB, UK",0116 271 0845,https://www.towercommercialcatering.co.uk/,,
Leicester,Bluestone Catering Solutions,"10, Interchange Business Park, Coal Cart Rd, Birstall, Leicester LE4 3BY, UK",0116 267 2211,http://www.bluestonecatering.co.uk/,sales@bluestonecatering.co.uk,http://www.bluestonecatering.co.uk
Leicester,Dx Catering,"Troon Industrial Area, Clipper Rd, Leicester LE4 9JE, UK",0333 335 0477,http://dxcateringshop.co.uk/,,
Leicester,The Dimblebee Catering Company Ltd,"unit 10, Linwood Workshops, Linwood Ln, Leicester LE2 6QJ, UK",0116 283 3327,https://www.dimblebeecatering.co.uk/,,
Leicester,"Heat Assist UK Ltd Commercial, Commercial Catering & Domestic","3 Lapwing Dr, Leicester LE4 3EW, UK",07877 179918,https://heatassistuk.com/,,
Leicester,"De-Kay Hygiene, Catering and Barware Solutions Ltd","Unit 4, 50 Pullman Rd, Wigston LE18 2DB, UK",0116 212 1690,http://www.de-kayhygienesolutions.co.uk/,,
Leicester,Decadent Catering Ltd,"37 Oswin Rd, Leicester LE3 1HR, UK",0116 255 8008,http://www.decadentcatering.co.uk/,,
Leicester,Mason Foodservice Limited,"55 Kenilworth Dr, Oadby, Leicester LE2 5LT, UK",0116 271 9000,http://www.masonfoods.co.uk/,sales@masonfoods.co.uk,http://www.masonfoods.co.uk
Leicester,Castle Catering Engineers Ltd,"Unit 8, Pottery Court, Pottery Way, Bulwell, Nottingham NG6 8YN, UK",0115 905 1208,https://www.ccecatering.com/,info@ccecatering.com,https://www.ccecatering.com
